College Name,State,EWS,General,OBC,SC,ST
"Institute of Medical Sciences & SUM Hospital, Campus II, At-Nakhara, Po-Phulnakhara, Bhubaneswar, Khordha, Odisha, 754001",Odisha,,410417.0,,,
"Institute of Medical Sciences and SUM Host., Bhubaneswar, K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",Odisha,,742076.0,,,
"J R MEDICAL COLLEGE AND HOSPITAL, TAMIL NADU, Chennai-Trichy NH-45,Kiledaiyalam, Tindivanam Taluk,Villupuram District., Tamil Nadu, 604302",TN,,689998.0,,,
"JAWAHAR LAL NEHRU MEDICAL, AJMER, NEAR PATEL STADIUM AJMER, Rajasthan, 305001",Rajasthan,5830.0,342356.0,4473.0,36316.0,53648.0
"JHALAWAR MEDICAL COLLEGE, Jhalawar , NH-52, KOTA ROAD,JHALAWAR,RAJASTHAN, Rajasthan, 326001",Rajasthan,7948.0,536372.0,6634.0,47963.0,59107.0
"JIPMER KARAIKAL, JIPMER Academic Campus, FCI Link Road, Kovilpathu, Karaikal - 609602, Puducherry, 609602",Puducherry,449518.0,285669.0,476905.0,129645.0,46911.0
"JIPMER PUDUCHERRY, Dhanvantari Nagar Gorimedu Puducherry, Puducherry, 605006",Puducherry,479678.0,33869.0,276622.0,613527.0,1238539.0
"JLN IMS, IMPHAL, Prompat, Imphal East, Manipur, Manipur, 795005",Manipur,22504.0,19283.0,20402.0,81911.0,105760.0
"JLN Medical College, Datta Meghe, Wardha, Sawangi (Meghe), Wardha, Maharashtra State,India, Maharashtra, 442107",Maharashtra,,853997.0,,,
"JSS Medical College, Mysuru, The Principal JSS Medical College and Hospital Medical Institutions Campus S S Nagar Mysuru, Karnataka, 570015",Karnataka,,984409.0,,,
"Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College, Hubballi, KLE Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College Gabbur Cross Hubballi, Karnataka, 580028",0,,957386.0,,,
"Jannayak Karpoori Thakur Medical college and Hospital, Madhepura, JAJHAT SABAILA SINGHESHWAR ROAD DISTRICT MADHEPURA, Bihar, 852128",Bihar,17199.0,14249.0,692794.0,93794.0,112881.0
"Jawaharlal Nehru Medical College, AMU,ALIGARH, ALIGARH MUSLIM UNIVERSITY, ALIGARH, Uttar Pradesh, 202002",UP,,961095.0,,,
"Jawaharlal Nehru Medical College, Bhagalpur, SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",Bihar,11716.0,457195.0,10456.0,74652.0,99704.0
"Jhargram Government Medical College and Hospital, West Bengal, Jhargram Government Medical College and Hospital, Vidyasagarpally, Jhargram, West Bengal., West Bengal, 721507",WB,20542.0,19281.0,19687.0,91180.0,125649.0
"Jorhat Medical College and Hospital, JORHAT, Kushal Konwar Path, Barbheta, Jorhat, Assam, 785001, Assam, 785001",Assam,19097.0,16465.0,676411.0,102267.0,89396.0
"K.A.P. VISWANATHAM Govt Medical College,TIRUCHIRAPALLI, PERIYAMILAGUPARAI, TIRUCHIRAPALLI-620001, Tamil Nadu, 620001",TN,23813.0,6379.0,6815.0,31945.0,
"K.S Hegde Medical Academy, Mangaluru, Deralakatte, Mangaluru, Dakshina Kannada Dist,, Karnataka, 575018",Karnataka,,719446.0,,,
"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLAM, ASARIPALLAM, KANYAKUMARI DISTRICT-629201, Tamil Nadu, 629201",TN,23028.0,329823.0,948797.0,59491.0,133959.0
"KARNATAK INST. OF MEDICAL SC.,HUBLI, VIDYANAGAR HUBBALLI, Karnataka, 580021",Karnataka,12300.0,359796.0,541809.0,999128.0,36875.0
"KGMC, LUCKNOW, SHAHMINA ROAD, CHOWK, LUCKNOW, Uttar Pradesh, 226003",UP,2830.0,114017.0,300273.0,15774.0,47323.0
"KURNOOL MEDICAL COLLEGE, KURNOOL, BUDHAWARPET, KURNOOL., Andhra Pradesh, 518002",Andhra Pradesh,520592.0,448732.0,11587.0,955901.0,83520.0
"Kakatiya Medical College Warangal, SVP Road, Warangal, Telangana, 506007",Telangana,13673.0,8974.0,721189.0,56260.0,51696.0
"Kalinga Institute of Medical Sciences, Bhubaneswar, CAMPUS-5 KUSHABHADRA CAMPUS P.O-KIIT BHUBANESWAR, Odisha, 751024",Odisha,,949081.0,,,
"Kalpana Chawla Govt. Medical College, Karnal, Kalpana Chawla Govt. Medical College,Karnal, Haryana, Haryana, 132001",Haryana,7844.0,517284.0,644774.0,658829.0,
"Kalyan Singh Government Medical College, Bulandshahr , Uttar Prades, 339, CHANDPUR ROAD, NEAR SADAR TEHSIL, BULANDSHAHR, Uttar Pradesh, 203001",UP,13059.0,10012.0,12671.0,80178.0,104856.0
"Karwar Institute of Medical Sciences, Karwar, DISTRICT HOSPITAL PREMISES, MG ROAD, KARWAR, Karnataka, 581301",Karnataka,21165.0,13408.0,15023.0,94467.0,122194.0
"Kasturba Medical College, Manipal Univ., Mangalore, Light house Hill Road, Mangalore, India, Karnataka, 575001",Karnataka,,415953.0,,,
"Kasturba Medical College, Manipal Univ., Manipal, Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",Karnataka,,555829.0,,,
"Kodagu Institute of Medical Sciences, Kodagu, Kodagu Institute of Medical Sciences, Madikeri., Karnataka, 571201",Karnataka,20632.0,541066.0,14401.0,88904.0,101343.0
"Kokrajhar Medical College & Hospital Rangalikhata, Rangalikhata Pt.-1, Kokrajhar, Assam, 783370",Assam,24869.0,20679.0,21330.0,105691.0,125887.0
"Koppal Institute of Medical Sciences, DIRECTOR, KIMS,KOPPAL. GAGNAVATI ROAD, KIDDIDAL GATE,KOPPAL-583231, Karnataka, 583231",Karnataka,20884.0,15274.0,15999.0,93550.0,124471.0
"Krishna Inst. of Med. Scie., Karad, KARAD, DIST. SATARA (MAHARASHTRA STATE)., Maharashtra, 415110",Maharashtra,,891983.0,,,
"L.L.R.M. MEDICAL COLLEGE, MEERUT, LALA LAJPAT RAI MEMORIAL, MEDICAL COLLEGE, GARH ROAD, MEERUT, Uttar Pradesh, 250004",UP,7780.0,4621.0,5741.0,44964.0,68599.0
"LOKMANYA TILAK MUNICIPAL M C,MUMBAI, Dr. Babasaheb Ambedkar Road, Sion, Mumbai, Maharashtra, 400022",Maharashtra,6602.0,230983.0,356620.0,34048.0,81412.0
"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi, Delhi (NCT), 110001",Delhi,284672.0,611573.0,14574.0,361338.0,152563.0
"Lakhimpur Medical College, North Lakhimpur, Assam, Chowkham Saboti North Lakhimpur Lakhimpur, Assam, 787051",Assam,21279.0,20090.0,21217.0,109291.0,132326.0
"Lt. B R K Government Medical College, Jagdalpur, LATE BALIRAM KASHYAP MEMORIAL GOVT. MEDICAL COLLEGE, DIMRAPAL GEEDAM ROAD , JAGDALPUR DIST-BASTAR, Chhattisgarh, 494001",Chattisgarh,18477.0,635571.0,16283.0,89843.0,111624.0
"Lt. L A M Govt. Medical College, Raigarh, T.V.Tower road, Bendrachua, Raigarh, Chhattisgarh, 496001",Chattisgarh,17136.0,13428.0,762665.0,86835.0,110330.0
"M.G.M. MEDICAL COLLEGE, INDORE, AB ROAD INDORE, Madhya Pradesh, 452001",MP,6389.0,4185.0,5686.0,787779.0,55468.0
"M.G.M. MEDICAL COLLEGE,JAMSHEDPUR, Dimna Road, Mango, Jamshedpur, Jharkhand, 831020",Jharkhand,10130.0,7201.0,8819.0,66725.0,75249.0
"M.P. SHAH MEDICAL COLLEGE, JAMNAGAR, PANDIT NEHRU MARG, JAMNAGAR 361008, Gujarat, 361008",Gujarat,7699.0,5864.0,390081.0,52210.0,71259.0
"MADRAS MEDICAL COLLEGE, CHENNAI, MADRAS MEDICAL COLLEGE EVR PERIYAR SALAI,PARK TOWN,CHENNAI,TAMIL NADU., Tamil Nadu, 600003",TN,1040877.0,293085.0,920.0,6518.0,50541.0
"MADURAI MEDICAL COLLEGE, MADURAI, PANAGAL ROAD MADURAI, Tamil Nadu, 625020",TN,16698.0,2543.0,530157.0,18462.0,103546.0
"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR, MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR, GANJAM, Odisha, 760004",Odisha,8140.0,6010.0,8851.0,50972.0,92855.0
"MAHARANI LAXMI BAI MEDICAL COLL,JHANSI, M.L.B. MEDICAL COLLEGE, KANPUR ROAD, JHANSI, Uttar Pradesh, 284128",UP,8885.0,384538.0,387300.0,61250.0,85744.0
"MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE, DEORIA, 207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001",UP,858784.0,13815.0,14957.0,1114323.0,107291.0
"MALDA MED. COLLEGE, MALDA, MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda, West Bengal, 732101",WB,19347.0,14398.0,15958.0,90126.0,123538.0
"MANDYA INST. OF MEDICAL SCI., MANDYA, BANGALORE-MYSORE MAIN ROAD, MANDYA, Karnataka, 571401",Karnataka,15375.0,388682.0,757014.0,65232.0,82535.0
"MEDICAL COLLEGE, BARODA, Government Medical College Baroda, Anandpura, Vadodara Pin No 390001, Gujarat, 390001",Gujarat,5870.0,228710.0,4716.0,743138.0,63863.0
"MEDICAL COLLEGE, BHAVNAGAR, Near S.T. Bus Stand, Jail road, Bhavnagar, Gujarat, 364001",Gujarat,8150.0,482498.0,556124.0,58426.0,75318.0
"MEDICAL COLLEGE, KOLKATA, 88, College Street, Kolkata-700073, West Bengal, 700073",WB,5183.0,159095.0,322079.0,19710.0,70328.0
"MG Inst. of Medical Sciences, Sevagram Wardha, VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",Maharashtra,15580.0,277830.0,14348.0,474394.0,103113.0
"MGM Medical College, Aurangabad, N-6, Cidco, Chhatrapati Sambhajinagar -Aurangabad, Maharashtra, 431003",Maharashtra,,999410.0,,,
"MGM Medical College, Navi Mumbai, MGM Medical College, Plot No. 1-2, Sector 1, Kamothe, Navi Mumbai - 410 209, Maharashtra, 410209",Maharashtra,,977586.0,,,
"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR, 5, Vidyasagar Road Midnapore 721101 Paschim Medinipur, West Bengal, 721101",WB,1179350.0,13585.0,15765.0,88573.0,125295.0
"MM Inst. Med. and Research, Mullana, M.M. INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, MULLANA, AMBALA, HARYANA., Haryana, 133207",Haryana,,832974.0,,,
"MOTI LAL NEHRU MEDICAL COLL, ALLAHABAD, Principal Office Moti Lal Nehru Medical College, Lowther Road George Town Prayagraj, Uttar Pradesh, 211001",UP,7089.0,244883.0,6175.0,44989.0,72549.0
"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP, VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR, Uttar Pradesh, 224227",UP,10981.0,9735.0,767624.0,68461.0,89243.0
"MYSORE MED.& RESEARCH INST. MYSORE, Mysore Medical College and Research Institute,Irwin Road, Mysore, Karnataka, 570021",Karnataka,1161271.0,3087.0,5571.0,45417.0,41829.0
"Maharaja Jitendra Narayan Medical College and Hospital Coochbehar, Vivekananda Street, Pilkhana, Beside Panchanan Barma University, Coochbehar, West Bengal, 736101",WB,20010.0,617316.0,18940.0,98006.0,128380.0
"Mahatma Gandhi Mission Medical College, Nerul, Sector-8, Nerul West Navi Mumbai, Maharashtra, 400706",Maharashtra,,986292.0,,,
"Mahatma Gandhi Mission Medical College, Vashi, Navi Mumbai, Sector 30, Vashi, Navi Mumbai, Maharashtra, 400703",Maharashtra,,907326.0,,,
"Mahatma Vidur Autonomous State Medical College,Bijnor Uttar Pradesh, Mahatma Vidur Autonomous State Medical College, Village Madhusudanpur Devidas, Post Kiratpur, Naziba, Uttar Pradesh, 246731",UP,15651.0,12983.0,15444.0,81689.0,114632.0
"Malla Reddy Institute of Medical Sciences, Hyderabad , Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055",Telangana,,964234.0,,,
"Malla Reddy Medical College for Women, Hyderabad, Suraram X Roads Jeedimetla Hyderabad, Telangana, 500055",Telangana,,953340.0,,,
"Manipal Tata Medical College,, Kadani Road, Baridih, Jamshedpur, East Singbhum District, Jharkhand, 831017",Jharkhand,,832414.0,,,
"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi, Delhi (NCT), 110002",Delhi,789.0,1031573.0,393000.0,673480.0,257196.0
"Medinirai Medical College (previously Known as Palamu Medical College), Palamu, Pokhraha Khurd, P.O- Rajwadih, P.S- Medininagar, Dist. Palamu, Jharkhand, 822118",Jharkhand,19273.0,621703.0,17861.0,100039.0,122410.0
"Mursidabad M C & Hospital, Mursidabad, STATION ROAD, P.O. AND P.S. BERHAMPORE, DIST. MURSHIDABAD, West Bengal, 742101",WB,18344.0,432944.0,17170.0,88409.0,127409.0
"NAGALAND INSTITUTE OF MEDICAL SCIENCE AND RESEARCH PHIREBAGIE, KOHIMA - 797001, Phreibagei, Kohima, Nagaland, 797001",Nagaland,25011.0,21190.0,21406.0,110219.0,134837.0
"NALANDA MEDICAL COLLEGE, PATNA, OLD BYEPASS ROAD, KANKERBAGH, PATNA, Bihar, 800026",Bihar,621686.0,6106.0,7268.0,57846.0,83513.0
"NAMO Medical Education & Research Institute, Govt Medical College Silvassa, NAMO Medical Education and Research Institute, next to Sayli cricket stadium, Sayli road, Silvassa., Dadra And Nagar Haveli, 396230",Dadra And Nagar Haveli,11816.0,529117.0,668699.0,774206.0,729673.0
"NDMC Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj, Delhi (NCT), 110007",Delhi,2370.0,1744.0,2683.0,15798.0,
"NEIGRIHMS, SHILLONG, Mawdiangdiang Shillong East Khasi Hills District, Meghalaya, 793018",Meghalaya,,10679.0,,,
"NETAJI SUBHASH CHANDRA BOSE MC,JABALPUR, NAGPUR ROAD, JABALPUR, STATE-M.P.PIN-482003, Madhya Pradesh, 482003",MP,9209.0,228719.0,566769.0,57337.0,77845.0
"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA, 138 AJC Bose Road, Kolkata - 700014, West Bengal, 700014",WB,9130.0,345430.0,559370.0,850483.0,82262.0
"NORTH BENGAL MED.COLL,DARJEELING, Sushruta Nagar, Darjeeling., West Bengal, 734012",WB,14869.0,10533.0,13016.0,74422.0,101241.0
"Nagaon Medical college, Dipholu, Mohkhuli Chariali, Laokhua Road, Nagaon, Assam, 782003",Asssam,992270.0,525812.0,21404.0,1186582.0,
"Nalbari Medical College & Hospital Dakhingaon, Nalbari, PO Dakhingaon Dist Nalbari PS Ghograpar, Assam, 781350",Assam,24577.0,20989.0,643723.0,93101.0,123013.0
"Osmania Medical College Koti , HYDERABAD, Telangana, 500095",Telangana,6616.0,309663.0,4329.0,1277887.0,747236.0
"PATNA MEDICAL COLLEGE, PATNA, ASHOK RAJPATH, PATNA, Bihar, 800004",Bihar,5254.0,342827.0,487037.0,41551.0,71068.0
"PT. B.D. SHARMA PGIMS, ROHTAK, Pt. B.D. Sharma PGIMS, Rohtak, Haryana, 124001",Haryana,5562.0,3756.0,4592.0,35791.0,70969.0
"Phulo Jhano Medical College , Dumka, PHULO JHANO MEDICAL COLLEGE DUMKA, Jharkhand, 814110",Jharkhand,17956.0,15573.0,17134.0,99931.0,102692.0
"Prafulla Chandra Sen Government Medical College & Hospital, Arambagh, Arambagh, Hooghly, West Bengal, 712601",WB,20938.0,473110.0,19599.0,93574.0,109833.0
"Pt. D.D.U MEDICAL COLLEGE, RAJKOT, Civil Hospital Campus, Jamnagar Road Rajkot 360001, Gujarat, 360001",Gujarat,794265.0,5609.0,6453.0,46132.0,74989.0
"Pt. J N M MEDICAL COLLEGE, RAIPUR, In front of Central Jail, Jail Road Raipur C.G., Chhattisgarh, 492001",Chattisgarh,11214.0,368500.0,9870.0,58783.0,90844.0
"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba, Pt. Jawaharlal Nehru Govt. Medical College Chamba, Himachal Pradesh, 176310",HP,10034.0,432210.0,9441.0,61897.0,64330.0
"Pt. Raghunath Murmu Med. College, Baripada, AT-Rangamatia ,PO-Sankhabhanga , Via-Laxmiposi, Odisha, 757107",Odisha,15632.0,736249.0,817190.0,1010432.0,130285.0
"R.G. KAR MEDICAL COLLEGE,KOLKATA, R G Kar Medical College 1 Khudiram bose sarani, Kolkata, West Bengal, 700004",WB,8600.0,7997.0,542417.0,53010.0,91629.0
"R.N.T. MEDICAL COLLEGE, UDAIPUR, Opposite Court Chourha, Udaipur, Rajasthan, 313001",Rajasthan,5007.0,3890.0,413489.0,33922.0,45589.0
"RAICHUR INST. OF MEDICAL SCI., RAICHUR, RAICHUR INSTITUTE OF MEDICAL SCIENCES INDUSTRIAL AREA, HYDERABAD ROAD, RAICHUR, Karnataka 584102, Karnataka, 584102",Karnataka,15144.0,618950.0,790290.0,92986.0,116305.0
"RAJENDRA INST. OF MED. SCI., RANCHI, Director, Rajendra Institute of Medical Sciences, Bariatu,Ranchi, Jharkhand, 843009",Jharkhand,6622.0,398929.0,429107.0,61029.0,83756.0
"RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA, GOVERNMENT MEDICAL COLLEGE RIMS PUTLAMPALLI, YSR KADAPA DIST. G.M.C.,KADAPA.,A.P, Andhra Pradesh, 516002",Andhra Pradesh,22662.0,14765.0,17597.0,84092.0,124744.0
"RAJIV GANDHI MEDICAL COLLEGE, THANE, THANE BELAPUR ROAD KALWA THANE WEST, Maharashtra, 400605",Maharashtra,9275.0,367321.0,7852.0,45376.0,83405.0
"RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT , RAMPURHAT GOVERNMENT MEDICAL COLLEGE AND HOSPITAL PO RAMPURHAT PS RAMPURHAT PIN 731224 DIST BIRBHUM, West Bengal, 731224",WB,19830.0,17392.0,18283.0,90561.0,122224.0
"REGIONAL INST OF MEDICAL SCI, IMPHAL, PO Lamphelpat, Imphal West District, Manipur, 795004",Manipur,19897.0,157432.0,15062.0,64770.0,60784.0
"RIMS Srikakulam, Balaga Srikakulam, Andhra Pradesh, 532001",Andhra Pradesh,23287.0,842275.0,18461.0,84998.0,125112.0
"RIMS, Ongole, BHAGYANAGAR 5TH LANE, RIMS, ONGOLE, PRAKASAM DISTRICT, ANDHRA PRADESH, Andhra Pradesh, 523001",Andhra Pradesh,22309.0,15574.0,919870.0,77084.0,108820.0
"RUHS College of Medical Sciences, Jaipur, RUHS COLLEGE OF MEDICAL SCIENCES, SECTOR -11, PRATAP NAGAR, SANGANER, JAIPUR 302033, Rajasthan, 302033",Rajasthan,3873.0,178343.0,3313.0,710593.0,42487.0
"Raiganj Government Medical College, ABDULGHATA CAMPUS, KARNAJORA, PO- KARNAJORA,PS- RAIGANJ, DISTRICT- UTTAR DINAJPUR,PIN-733130, STATE, West Bengal, 733130",WB,20444.0,617511.0,18300.0,97078.0,131714.0
"Raja Rajeswari Medical College Bengaluru, 202, Kambipura, Bengaluru Mysuru High Way,Kengeri Hobli, Bangalore, Karnataka, Karnataka, 560074",Karnataka,,972551.0,,,
"Rajah Muthiah Medical College, Annamalai Universit, Government Medical College and Hospital, Cuddalore District, Erstwhile Rajah Muthiah Medical College, Tamil Nadu, 608002",TN,24156.0,785589.0,10727.0,58331.0,123915.0
"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur, Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra, 416012",Maharashtra,14707.0,11177.0,238678.0,84885.0,105614.0
"Rajiv Gandhi Institute Medical Sce of Adilabad, MAIN ROAD, OLD NH 07, ADILABAD TOWN ADILABAD DISTRICT, TELANGANA STATE-504001, Telangana, 504001",Telangana,19688.0,12965.0,15996.0,68568.0,69858.0
"Rajkiya Medical College, Jalaun, Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",UP,14066.0,11310.0,11553.0,78141.0,98705.0
"Rajmata shrimati devendra kumari singhdeo government medical college, ambikapur,Surguja, Kanyaparisar Road Gangapur Ambikapur District Surguja, Chhattisgarh, 497001",Chattisgarh,19513.0,17455.0,18613.0,94853.0,121735.0
"Rangaraya Medical College, Kakinada, PITHAPURAM ROAD, KAKINADA, Andhra Pradesh, 533003",Andhra Pradesh,11432.0,465290.0,875148.0,47357.0,101082.0
"Rani Durgavati Medical College, Banda, RANI DURGAVATI MEDICAL COLLEGE, NARAINI ROAD, BANDA-210001, Uttar Pradesh, 210001",UP,14526.0,444873.0,11745.0,84983.0,88346.0
"Rural Medical College and PIMS, Loni, Dr Balasheb Vikhe Patil Rural Medical College At Loni BK Tal Rahata Dist Ahilyanagar Mahara, Maharashtra, 413736",Maharashtra,,1293619.0,,,
"S.C.B. MEDICAL COLLEGE, CUTTACK, Mangalabag, Cuttack, Odisha, 753007",Odisha,4961.0,2618.0,4882.0,34846.0,91819.0
"S.M.S. MEDICAL COLLEGE, JAIPUR, JLN Marg, Jaipur, Rajasthan, 302004",Rajasthan,1892.0,110033.0,146733.0,13827.0,12960.0
"S.N. MEDICAL COLLEGE, AGRA, HOSPITAL ROAD AGRA, Uttar Pradesh, 282002",UP,7051.0,4945.0,6400.0,43947.0,66565.0
"S.S. MEDICAL COLLEGE, REWA, NEAR DHOBIYA TANKI, JAIL ROAD, REWA, Madhya Pradesh, 486001",MP,10166.0,8400.0,10171.0,68562.0,85260.0
"SARDAR PATEL MEDICAL COLLEGE, BIKANER, MEDICAL COLLEGE ROAD, BIKANER, Rajasthan, 334003",Rajasthan,4472.0,3278.0,3662.0,30407.0,43157.0
"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth, Sumandeep Vidyapeeth Deemed to be University Campus, At. Po.Piparia, Tal.Waghodia, Dist.Vadodara, Gujarat, 391760",Gujarat,,681238.0,,,
"SDU Medical College, Kolar, SRI DEVARAJ URS MEDICAL COLLEGE, TAMAKA, KOLAR, Karnataka, 563103",Karnataka,,983716.0,,,
"SETH G.S. MEDICAL COLLEGE, MUMBAI, ACHARYA DONDE MARG PAREL MUMBAI, Maharashtra, 400012",Maharashtra,4157.0,868.0,3140.0,13389.0,49964.0
"SH VASANT RAO NAIK GOVT.M.C.,YAVATMAL, CIVIL LINES YAVATMAL, Maharashtra, 445001",Maharashtra,863554.0,457571.0,549269.0,772618.0,109913.0
"SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL, HAZARIBAG ( Formerly called as- Hazaribagh Medical College, Hazaribag), NEAR CENTRAL JAIL, HAZARIBAG, Jharkhand, 825301",Jharkhand,13986.0,12242.0,13249.0,83890.0,106302.0
"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA, SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",Karnataka,18024.0,9413.0,12825.0,82744.0,86585.0
"SHKM GMC, Nalhar, Mewat, Haryana, THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",Haryana,11843.0,489131.0,11280.0,76041.0,99815.0
"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA, FARIDABAD, Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",Haryana,10384.0,6948.0,693321.0,47058.0,78248.0
"SHRI BHAUSAHEB HIRE GOVT. M.C., DHULE, Shri.Bhusaheb Hire Government Medical College Malegaon Road Chakkarbardi Area Dhule, Maharashtra, 424002",Maharashtra,16282.0,12677.0,14510.0,84853.0,110678.0
"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR, Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",Rajasthan,8660.0,499162.0,5834.0,44385.0,61287.0
"SILCHAR MEDICAL COLLEGE, SILCHER, PO Silchar Medical College, Silchar, Assam, 788014",Assam,16345.0,15335.0,17257.0,83710.0,83317.0
"SJP Medical College, Bharatpur, Rampura, NH-21,Sever Road,Bharatpur,Rajasthan, Rajasthan, 321001",Rajasthan,10461.0,7816.0,605490.0,58981.0,80646.0
"SKIMS Medical College, Bemina, Srinagar, SKIMS MC BEMINA , SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",J&K,12621.0,7138.0,12809.0,76564.0,49520.0
"SLBS Govt. Medical College, Mandi, Mandi at Nerchowk PO Bhangrotu Tehsil Balh District Mandi, Himachal Pradesh, 175021",HP,21839.0,19515.0,21788.0,146564.0,441583.0
"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA, Near Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",Uttarakhand,13273.0,652906.0,14052.0,78903.0,96534.0
"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR, UMANAGAR MUZAFFARPUR, Bihar, 842004",Bihar,11619.0,10324.0,11096.0,78370.0,100741.0
"SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL, Faculty of Medicine - Sri Lalithambigai Medical College and Hospital, 1, Periyar EVR High Road, Ada, Tamil Nadu, 600095",TN,,966916.0,,,
"SRM Medical College and Hospital, Chennai, SRM MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE, POTHERI, KATTANKULATHUR 603203, CHENGALPATTU DIST,, Tamil Nadu, 603203",TN,,886880.0,,,
"STANLEY MEDICAL COLLEGE, CHENNAI, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",TN,8671.0,383905.0,1735.0,1191224.0,63833.0
"SUH Maulana Mahmood Hasan Medical College, Saharanpur, Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",UP,10628.0,449907.0,579283.0,703861.0,
"SVIMS - Sri Padmavathi Medical College for Women, Tirupati, SVIMS, ALIPIRI ROAD, TIRUPATI, Andhra Pradesh, 517507",Andhra Pradesh,20643.0,723626.0,916173.0,76073.0,119728.0
"SWAMI RAMANAND TiRTH RURAL M.C,AMBAJOGAI, SWAMI RAMNAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI DIST BEED MAHARASHTRA PIN-431517, Maharashtra, 431517",Maharashtra,16534.0,398158.0,14161.0,88247.0,106444.0
"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115",Maharashtra,,999919.0,,,
"Sagar Dutta Medical College & Hospital, Kolkata, 578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",WB,763736.0,8390.0,648027.0,1289581.0,102218.0
"Saheed Laxman Nayak Med. College and Hos., Koraput, AT-JANIGUDA,KORAPUT, Odisha, 764020",Odisha,20535.0,744200.0,17984.0,71174.0,128137.0
"Saheed Rendo Majhi Medical College & Hospital, Bhawanipatna, Kalahandi,Odisha, At - Bhangabari, P.O. - Uditnarayanpur, Bhawanipatna, Dist - Kalahandi, Odisha, 766002",Odisha,20237.0,18070.0,835024.0,86703.0,134635.0
"Santosh Medical College and Hospital, Ghaziabad, No.1, Santosh Nagar, Ghaziabad, NCR Delhi, Uttar Pradesh, 201009",UP,,975567.0,,,
"Sarat Chandra Chattopadhyay Govt. Medical College & Hospital, Uluberia, ULUBERIA, DIST-HOWRAH, West Bengal, 711315",WB,19261.0,586162.0,19405.0,84981.0,124635.0
"Saveetha Medical College, Chennai, Saveetha Nagar, Thandalam, Chennai, Tamil Nadu, 602105",TN,,339082.0,,,
